ID,Tipo,REF,Nome,Publicado,Em destaque?,Visibilidade no catálogo,Descrição curta,Descrição,Data de preço promocional começa em,Data de preço promocional termina em,Status da taxa,Classe de taxa,Em estoque?,Estoque,Quantidade baixa de estoque,São permitidas encomendas?,Vender individualmente?,Peso (g),Comprimento (cm),Largura (cm),Altura (cm),Permitir avaliações de clientes?,Nota da compra,Preço promocional,Preço,Categorias,Tags,Classe de entrega,Imagens,Metadado: _wc_min_qty_product,Metadado: _wc_max_qty_product,Limite de download,Dias para expirar o download,Produto ascendente,Produtos agrupados,Aumenta vendas,Venda cruzada,URL externa,Texto do botão,Posição,Swatches Attributes,Nome do atributo 1,Valores do atributo 1,Visibilidade do atributo 1,Atributo global 1,Nome do atributo 2,Valores do atributo 2,Visibilidade do atributo 2,Atributo global 2,Metadado: _et_pb_post_hide_nav,Metadado: _et_pb_page_layout,Metadado: _et_pb_side_nav,Metadado: _et_pb_use_builder,Metadado: _et_builder_version,Metadado: _et_pb_first_image,Metadado: _et_pb_truncate_post,Metadado: _et_pb_ab_stats_refresh_interval,Metadado: _aioseop_keywords,Metadado: _aioseop_description,Metadado: _aioseop_title,Metadado: _ywsbs_subscription,Metadado: _ywsbs_price_is_per,Metadado: _ywsbs_price_time_option,Metadado: _ywsbs_max_length,Metadado: _wcct_goaldeal_stock_3870_1556384700_1556402700,Valores do atributo 3,Visibilidade do atributo 3,Atributo global 3,Nome do atributo 4,Valores do atributo 4,Visibilidade do atributo 4,Atributo global 4,Atributo padrão 4,Nome do atributo 5,Valores do atributo 5,Visibilidade do atributo 5,Atributo global 5,Metadado: _wp_old_date,Pedido*,Dúzias para encomenda,Arquivo/Pasta Estampa (Link G.Drive),nome do produto_FSB,tipo de produto_FSB
,simple,1013C,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1038.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - LISTRAS AZUL ESCURO/PRETO PUNHO PRETO/AZUL CANETA,ATOALHADA
,simple,1014,,'-1,0,,,,,,taxable,,1,12,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1034.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - LISTRAS CINZA/VERMELHO/PRETO/AZUL PUNHO PRETO,ATOALHADA
,,1014A,,,,,,,,,,,,5,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1014A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - LISTRAS PRETO/VERMELHO/BRANCO/CINZA/AZUL/BRANCO PUNHO BRANCO,ATOALHADA
,simple,1015,,'-1,0,,,,,,taxable,,1,9,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1037.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - LISTRAS GROSSAS AZUL ESCURO/PRETO PUNHO AZUL ESCURO,ATOALHADA
,,1015A,,,,,,,,,,,,2,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1039A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - LISTRAS MEDIA AZUL ESCURO/PRETO PUNHO AZUL ESCURO/PRETO,ATOALHADA
,,1016,,,,,,,,,,,,22,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1075.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - BRANCA, LISTRA CINZA/VERDE MARCA TEXTO",ATOALHADA
,simple,1017,,'-1,0,,,,,,taxable,,1,8,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1051.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - QUADRICULADA CINZA CLARO/AZUL JEANS,ATOALHADA
,simple,1017A,,'-1,0,,,,,,taxable,,1,10,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1052.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,SKATE - QUADRICULADA CINZA CLARO/PRETO QUADRADO MAIOR,ATOALHADA
,simple,1017B,,-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1052A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,SKATE - QUADRICULADA BRANCO/LARANJA QUADRADO MAIOR,ATOALHADA
,simple,1017C,,-1,0,,,,,,taxable,,1,11,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1052B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,SKATE - QUADRICULADA BRANCO/VERDE LIMÃO QUADRADO MAIOR,ATOALHADA
,simple,1017D,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,ESPORTE/CASUAL/LIFESTLE - QUADRICULADA VERMELHO/BRANCO,ATOALHADA
,simple,1017E,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,ESPORTE/CASUAL/LIFESTLE - QUADRICULADA AMARELO CANÁRIO/BRANCO - QUADRADO MAIOR,ATOALHADA
,simple,1018,,'-1,0,,,,,,taxable,,1,14,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1012.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - BRANCO CAVEIRAS PRETA,ATOALHADA
,,1018A,,,,,,,,,,,,1,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1054.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MEIA CINZA CAVEIRA GRANDE E CAVEIRAS PEQUENAS,ATOALHADA
,,1018B,,,,,,,,,,,,23,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1069.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MEIA CINZA CLARO, CAVEIRA PRETAS PEQUENAS",ATOALHADA
,,1018C,,,,,,,,,,,,13,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1069A.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MEIA CINZA CHUMBO , CAVEIRAS PRETA PEQUENAS",ATOALHADA
,,1018D,,,,,,,,,,,,4,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1072.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MEIA PRETA, CAVEIRA BRANCA",ATOALHADA
,simple,1018E,,'-1,0,,,,,,taxable,,1,2,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1073.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MEIA PRETA, CAVEIRA CINZA ESCURO",ATOALHADA
,simple,1018F,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1073A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MEIA BRANCA, CAVEIRA MÉDIA PRETA, LISTRAS VERMELHAS",ATOALHADA
,,1019,,-1,0,,,,,,,,,1,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1087.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - QUADRICULADA PRETO/CINZA QUADRADO MÉDIO,ATOALHADA
,simple,1019A,,-1,0,,,,,,taxable,,1,6,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1087A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,SKATE - QUADRICULADA PRETO/VERMELHO QUADRADO MÉDIO,ATOALHADA
,,1020,,,,,,,,,,,,4,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1055.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA VERDE LIMÃO COM FOLHA BRANCA,ATOALHADA
,simple,1020A,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,SKATE - MACONHA - MEIA AMARELA COM FOLHA PRETA,ATOALHADA
,,1020B,,,,,,,,,,,,2,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1056A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - PRETA COM FOLHAS AMARELAS,ATOALHADA
,simple,1020C,,'-1,0,,,,,,taxable,,1,8,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1057.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,SKATE - MACONHA - MEIA VERMELHA COM FOLHA BRANCA,ATOALHADA
,,1020D,,,,,,,,,,,,2,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1058.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA BRANCA COM FOLHA VERDE LIMÃO,ATOALHADA
,,1020E,,,,,,,,,,,,2,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1058A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - PRETA COM FOLHAS VERDE LIMÃO,ATOALHADA
,simple,1020F,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,SKATE - MACONHA - MEIA AZUL COM FOLHA PRETA,ATOALHADA
,,1020G,,,,,,,,,,,,5,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1061.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA CINZA COM FOLHA VERDE,ATOALHADA
,simple,1020H,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1063.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA CINZA COM FOLHA PRETA,ATOALHADA
,,1020I,,,,,,,,,,,,3,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1063A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA CINZA COM FOLHAS BRANCAS,ATOALHADA
,,1020J,,,,,,,,,,,,2,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1063B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MACONHA - MEIA CINZA COM FOLHAS AZUL,ATOALHADA
,simple,1020K,,'-1,0,,,,,,taxable,,1,7,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1066.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,SKATE - MACONHA - MEIA BRANCA COM FOLHA PRETA,ATOALHADA
,simple,1021,,'-1,0,,,,,,taxable,,1,9,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1062.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,SKATE - MACONHA - MEIA BRANCA COM FOLHA VERDE MUSGO LISTRAS VERDE/AMARELA/VERMELHA,ATOALHADA
,simple,1021A,,'-1,0,,,,,,taxable,,1,6,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1064.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,"SKATE - MACONHA - MEIA CINZA, FOLHA VERDE MUSGO, BANDEIRA JAMAICA",ATOALHADA
,,1021B,,,,,,,,,,,,3,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1071.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - MACONHA - PRETA LISTRAS VERDE, VERMELHO, AMARELO FOLHA VERDE",ATOALHADA
,simple,1022,,'-1,0,,,,,,taxable,,1,9,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1065.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - BANDEIRA ESTADOS UNIDOS,ATOALHADA
,,1022A,,,,,,,,,,,,1,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1067.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - CINZA, ESTRELAS BRANCAS, LISTRAS BRANCO/CINZA",ATOALHADA
,,1023,,,,,,,,,,,,4,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1070.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - PRETA, LISTRAS FINAS VERDE, AMARELO, VERMELHO ALIEN VERDE",ATOALHADA
,,1024,,,,,,,,,,,,5,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1077.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - PRETA, QUADRADINHOS BRANCOS, LISTRAS AZUL/AMARELO",ATOALHADA
,simple,1024A,,'-1,0,,,,,,taxable,,1,7,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1078.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,"SKATE - BRANCA, QUADRADINHOS CINZA ESCURO, LISTRAS CINZA/VERMELHO",ATOALHADA
,simple,1025,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1079.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"SKATE - CINZA MESCLA, LOSANGO 3D, PUNHO PRETO",ATOALHADA
,simple,1026,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"SKATE - MEIA PRETA, ARCO IRIS , HORIZONTAL",ATOALHADA
,simple,1026A,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,"SKATE - ARCO IRIS BRANCO , HORIZONTAL",ATOALHADA
,simple,1026B,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1082.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,"SKATE - ARCO IRIS CINZA MESCLA , HORIZONTAL",ATOALHADA
,simple,1027,,-1,0,,,,,,taxable,,1,2,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1088.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"SKATE - BIT/BYTE 01010101 - MEIA PRETA, PUNHO AZUL, 01 AZUL",ATOALHADA
,simple,1027A,,-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"SKATE - BIT/BYTE 01010101 - MEIA PRETA, PUNHO VERDE ÁGUA 01 VERDE ÁGUA",ATOALHADA
,simple,1027B,,-1,0,,,,,,taxable,,1,24,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SKATE - BIT/BYTE 01010101 - MEIA PRETA, PUNHO BRANCO, 01 BRANCO",ATOALHADA
,simple,1027C,,-1,0,,,,,,taxable,,1,24,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"SKATE - BIT/BYTE 01010101 - MEIA PRETA, PUNHO VERMELHO, 01 VERMELHO",ATOALHADA
,simple,1027D,,'-1,0,,,,,,taxable,,1,,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
,,1028,,,,,,,,,,,,19,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1076.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - MEIA CINZA COM 13 PRETO,ATOALHADA
,,1029,,,,,,,,,,,,32,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1089.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - PRETA DESCULPA QUALQUER COISA CINZA,ATOALHADA
,,1029A,,,,,,,,,,,,28,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1089A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - CINZA DESCULPA QUALQUER COISA PRETO,ATOALHADA
,,1029B,,,,,,,,,,,,23,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1089B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - PRETA I'M LOST TOO/DON'T FOLLOW ME (ESTOU PERDIDO TAMBÉM/NÃO ME SEGUE),ATOALHADA
,,1030,,,,,,,,,,,,43,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/1030.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKATE - BRANCA LISTRAS VERMELHA/LARANJA/PRETA PUNHO PRETO FSB AZUL,ATOALHADA
,simple,2000,,'-1,0,,,,,,taxable,,1,3,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2000.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,ESPORTE/CASUAL/LIFESTLE - MEIA  PRETA COM BOLINHAS BRANCAS,ATOALHADA
,simple,2000A,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,ESPORTE/CASUAL/LIFESTLE - MEIA BRANCA COM BOLINHAS COLORIDAS,
,simple,2000B,,'-1,0,,,,,,taxable,,1,3,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2018.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,ESPORTE/CASUAL/LIFESTLE - MEIA BRANCA COM BOLINHAS PRETAS,ATOALHADA
,,2001,,,,,,,,,,,,1,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2001.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPORTE/CASUAL/LIFESTLE - ET - MAIA PRETA ET VERDE LIMÃO LINGUA,ATOALHADA
,,2001A,,,,,,,,,,,,1,,,,,,,,,,,,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2001A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESPORTE/CASUAL/LIFESTLE - ET - MEIA PRETA ET'S VERDE LIMÃO ,ATOALHADA
,simple,2001B,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,ESPORTE/CASUAL/LIFESTLE - ET - MEIA CINZA ET VERDE LIMÃO,
,simple,2001C,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,ESPORTE/CASUAL/LIFESTLE - ET - MEIA PRETA ET VERDE LIMÃO,
,simple,2001D,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,"ESPORTE/CASUAL/LIFESTLE - ET - MEIA PRETA, ET AMARELO, PUNHO AMARELO",
,simple,2001E,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,"ESPORTE/CASUAL/LIFESTLE - ET - MEIA BRANCA, ET VERDE LIMÃO, PUNHO VERDE",
,simple,2002,,'-1,0,,,,,,taxable,,1,2,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2020.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA PRETA, PUNHO AZUL, +BRANCO CONTORNO AZUL",ATOALHADA
,simple,2002A,,'-1,0,,,,,,taxable,,1,14,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2002A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA AMARELA, PUNHO PRETO, +CINZA CONTORNO PRETO",ATOALHADA
,simple,2002B,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2002B.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA AZUL, +PRETO CONTORNO AMARELO",ATOALHADA
,simple,2002C,,'-1,0,,,,,,taxable,,1,4,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2002C.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA ROSA CLARO, +BRANCO CONTORNO ROXO, PUNHO ROXO",ATOALHADA
,simple,2002D,,'-1,0,,,,,,taxable,,1,15,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2023.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA ROXA, PUNHO PRETO, +BRANCO, CONTORNO PRETO",ATOALHADA
,simple,2003,,'-1,0,,,,,,taxable,,1,0,10,0,0,50,20,20,20,1,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA BRANCA, ARCO IRIS C/ LOSANGO",
,simple,2003A,,'-1,0,,,,,,taxable,,1,19,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2026.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA PRETA, ARCO IRIS C/ LOSANGO",SEM TOALHA
,simple,2003B,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2027.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE - MEIA CINZA CLARO, ARCO IRIS C/ LOSANGO",SEM TOALHA
,simple,2004,,'-1,0,,,,,,taxable,,1,1,10,0,0,50,20,20,20,1,,,100,,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2004.1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"ESPORTE/CASUAL/LIFESTLE  - MEIA PRETA, ARCO-ÍRIS 6 CORES",SEM TOALHA
,simple,2004A,,"SKATE - MEIA CINZA, LOSANGO, PUNHO PRETO",'-1,0,,,"SKATE - MEIA CINZA, LOSANGO, PUNHO PRETO",,,taxable,,3,,10,0,0,50,20,20,20,1,,,100,,,https://crossfeet.com.br/wp-content/uploads/2019/08/2004A.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ESPORTE/CASUAL/LIFESTLE  - MEIA BRANCA, ARCO-ÍRIS COM 6 CORES",SEM TOALHA
